customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0000648,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),140.9,3111.36,Yes
C0000649,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,36.67,987.69,No
C0000650,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.66,99.59,Yes
C0000651,Male,1,Yes,No,16,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.27,1232.07,Yes
C0000652,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),121.34,4435.58,Yes
C0000653,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),41.15, ,Yes
C0000654,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.39,58.28,Yes
C0000655,Female,1,No,No,5,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),36.37,186.16,Yes
C0000656,Male,0,Yes,Yes,6,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,83.28,545.76,No
C0000657,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),142.96,618.81,Yes
C0000658,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,72.94,1368.77,Yes
C0000659,Female,0,Yes,No,6,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),40.62,249.1,Yes
C0000660,Female,0,No,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.13,193.46,Yes
C0000661,Female,1,Yes,No,47,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,41.93,1932.72,Yes
C0000662,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,91.72,2112.76,No
C0000663,Male,0,No,Yes,5,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,50.5,200.58,No
C0000664,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.54,698.84,Yes
C0000665,Male,0,No,No,27,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,77.75,2092.68,No
C0000666,Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.22,1114.04,No
C0000667,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.67,156.08,No
C0000668,Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,80.44,4451.58,No
C0000669,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,127.75,3849.0,No
C0000670,Male,0,No,No,38,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.55,3806.3,No
C0000671,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),78.03,280.3,Yes
C0000672,Female,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),97.27,276.72,No
C0000673,Female,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),115.76,733.85,No
C0000674,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),95.82,110.77,Yes
C0000675,Female,0,No,No,1,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,41.91,75.95,No
C0000676,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),52.28,274.77,Yes
C0000677,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,66.64,1545.31,No
C0000678,Female,0,No,Yes,0,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,56.37, ,Yes
C0000679,Female,0,Yes,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),82.62,151.17,Yes
C0000680,Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.02,4074.51,Yes
C0000681,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,78.54,129.93,Yes
C0000682,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,78.5,1164.56,Yes
C0000683,Male,0,No,Yes,20,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.67,1942.2,Yes
C0000684,Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),76.49,4800.77,No
C0000685,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,82.32,3847.07,No
C0000686,Female,0,No,No,11,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),65.44,821.77,Yes
C0000687,Female,0,No,No,57,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),107.78,6193.31,No
C0000688,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),137.09,1542.95,Yes
C0000689,Male,0,No,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),65.84,1436.26,No
C0000690,Female,1,Yes,No,6,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),109.26,684.79,Yes
C0000691,Female,0,No,Yes,20,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,106.05,2043.14,No
C0000692,Female,0,No,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,20.84,376.13,Yes
C0000693,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),134.22,2447.36,Yes
C0000694,Female,0,No,No,22,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,95.18,2124.39,No
C0000695,Female,1,Yes,No,3,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,101.53,383.33,Yes
C0000696,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,75.9,527.22,Yes
C0000697,Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,44.53,1236.78,Yes
C0000698,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,82.99,200.49,Yes
C0000699,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,107.49,822.27,Yes
C0000700,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,64.07,1326.64,No
C0000701,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),106.84,5906.25,No
C0000702,Female,1,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),41.12,41.12,No
C0000703,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,133.08,1870.61,Yes
C0000704,Female,0,No,No,1,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,54.99,54.99,No
C0000705,Male,1,No,No,9,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,103.54,863.77,Yes
C0000706,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),62.32,173.4,Yes
C0000707,Female,1,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,102.93,2007.63,No
C0000708,Female,1,No,No,28,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,70.29,2020.06,Yes
C0000709,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,110.53,521.41,Yes
C0000710,Female,0,Yes,No,24,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,72.15,1804.14,No
C0000711,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.18,1240.82,Yes
C0000712,Female,1,Yes,No,6,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.0,158.45,Yes
C0000713,Male,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.51,1365.2,Yes
C0000714,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,36.47,345.14,No
C0000715,Female,1,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.46,226.02,Yes
C0000716,Female,1,Yes,Yes,28,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,24.69,750.44,No
C0000717,Male,0,Yes,Yes,31,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),111.17,3442.67,Yes
C0000718,Female,0,No,No,32,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.67,2701.75,No
C0000719,Female,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),46.96,468.5,No
C0000720,Female,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,117.53,330.83,Yes
C0000721,Female,1,Yes,Yes,36,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),21.54,716.5,No
C0000722,Male,0,Yes,No,7,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,96.53,745.79,Yes
C0000723,Female,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.9,1440.91,Yes
C0000724,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.84,867.97,No
C0000725,Male,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,99.54,2797.59,No
C0000726,Male,0,Yes,No,9,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),51.57,409.14,Yes
C0000727,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.74,4218.7,Yes
C0000728,Male,0,Yes,No,21,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,59.6,1303.19,No
C0000729,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),26.58,485.49,No
C0000730,Female,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,86.69,2055.85,No
C0000731,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),26.41, ,Yes
C0000732,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,43.99,448.37,Yes
C0000733,Male,0,No,No,42,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Electronic check,91.11,3762.95,Yes
C0000734,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,91.81,241.94,No
C0000735,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),21.95,156.35,Yes
C0000736,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,125.51,1272.9,Yes
C0000737,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,20.4,190.36,Yes
C0000738,Male,1,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,116.83,1860.69,No
C0000739,Male,1,No,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.16,5393.98,No
C0000740,Female,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),66.66,286.83,Yes
C0000741,Male,1,Yes,No,24,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.92,1933.06,No
C0000742,Female,0,Yes,No,28,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),29.84,837.8,No
C0000743,Female,0,No,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,66.68,1083.45,Yes
C0000744,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,88.26,147.35,Yes
C0000745,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,101.7,1605.01,Yes
C0000746,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),132.7,8209.24,Yes
C0000747,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,47.01,420.41,Yes
C0000748,Male,0,Yes,No,20,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),22.67,407.67,No
C0000749,Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,56.0,3620.64,No
C0000750,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.55,1021.6,No
C0000751,Female,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),130.93,3036.28,Yes
C0000752,Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,127.55,8974.83,Yes
C0000753,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,82.72,219.58,Yes
C0000754,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,3537.34,No
C0000755,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,106.87,1156.76,No
C0000756,Female,1,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.89,629.57,Yes
C0000757,Female,0,No,No,14,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,102.48,1532.78,No
C0000758,Male,0,Yes,Yes,0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,98.2, ,No
C0000759,Male,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,70.29,482.81,No
C0000760,Male,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,100.74,351.19,No
C0000761,Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,57.79,189.34,Yes
C0000762,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.62,285.32,Yes
C0000763,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.26,2478.28,Yes
C0000764,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.23,161.58,Yes
C0000765,Male,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.97,883.6,Yes
C0000766,Male,0,No,Yes,27,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),75.02,1906.31,No
C0000767,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.54,224.59,Yes
C0000768,Female,0,No,No,51,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),110.26,5563.67,No
C0000769,Female,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,131.3,5158.88,Yes
C0000770,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.02,302.58,No
C0000771,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),126.8,9156.48,No
C0000772,Male,0,Yes,No,22,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),88.28,1904.17,Yes
C0000773,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,92.03,515.08,No
C0000774,Female,0,No,No,22,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),58.8,1275.33,Yes
C0000775,Female,1,No,Yes,21,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,19.68,409.07,Yes
C0000776,Male,0,No,No,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),60.16,1094.24,Yes
C0000777,Male,1,No,No,24,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),133.19,3189.86,Yes
C0000778,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,100.02,658.77,Yes
C0000779,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,141.9,10305.61,Yes
C0000780,Male,0,No,No,39,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,100.38,3992.3,No
C0000781,Male,0,Yes,Yes,27,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,83.17,2279.99,Yes
C0000782,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.17, ,No
C0000783,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),141.52,2410.92,Yes
C0000784,Female,0,No,No,24,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.34,1377.01,Yes
C0000785,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),46.3,1819.75,No
C0000786,Male,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),25.19,1384.6,Yes
C0000787,Male,1,Yes,Yes,49,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.96,2896.79,No
C0000788,Female,0,No,Yes,10,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),109.26,1112.55,No
C0000789,Female,0,Yes,Yes,45,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),96.49,4375.96,Yes
C0000790,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),93.35, ,Yes
C0000791,Female,0,Yes,No,8,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,84.75,765.89,Yes
C0000792,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.07,65.76,Yes
C0000793,Male,1,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),37.18,1557.85,No
C0000794,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,78.9,4085.41,No
C0000795,Male,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,77.62,458.1,Yes
C0000796,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),76.03,739.77,Yes
C0000797,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,36.37,2590.22,Yes
C0000798,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,122.17,1957.04,Yes
C0000799,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,38.21,522.69,Yes
C0000800,Male,1,No,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),52.33,739.86,Yes
C0000801,Male,0,No,No,23,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.12,2423.76,No
C0000802,Female,1,Yes,Yes,61,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),113.66,6951.78,No
C0000803,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,37.66,364.4,Yes
C0000804,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),41.35,168.31,Yes
C0000805,Female,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,75.27,348.84,No
C0000806,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),103.52, ,No
C0000807,Female,1,No,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),89.84,1378.16,Yes
C0000808,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,46.6,2359.2,No
C0000809,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.45,1388.27,Yes
C0000810,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.68,1574.74,Yes
C0000811,Male,0,Yes,Yes,48,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,18.57,992.91,Yes
C0000812,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),37.3,396.67,No
C0000813,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,119.29,1585.58,No
C0000814,Female,0,No,No,19,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.02,666.19,Yes
C0000815,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.02,182.23,Yes
C0000816,Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,38.38,673.89,Yes
C0000817,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.36,1276.09,Yes
C0000818,Male,0,Yes,No,20,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),76.95,1533.66,Yes
C0000819,Female,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,112.43,1772.61,Yes
C0000820,Male,0,No,No,7,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.23,750.86,Yes
C0000821,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),120.88,2127.2,Yes
C0000822,Female,0,Yes,No,9,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),22.49,200.56,Yes
C0000823,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,103.84,430.55,No
C0000824,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,122.28,2647.66,Yes
C0000825,Female,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),28.36,181.46,Yes
C0000826,Female,0,Yes,No,43,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,72.33,3039.6,No
C0000827,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),31.99,157.06,Yes
